order_id,order_date,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,customer_support_contacts,review_score,is_returned,is_fraud,risk_label
ORD-2024-007282,2024-12-29,Netherlands,Desktop,Organic Search,Klarna,Electronics,330,2,42.67,64.4,3,0.07,261.4,1,0,0,0,0,4.9,0,0,Normal
ORD-2024-001415,2024-07-02,Netherlands,Desktop,Organic Search,Klarna,Electronics,569,4,44.53,56.92,2,0.3,197.5,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-002565,2024-07-10,Germany,Mobile,Direct,Debit Card,Home & Kitchen,542,7,54.46,81.29,6,0.13,13.6,2,0,0,0,0,5.0,0,0,Normal
ORD-2025-006849,2025-10-10,Germany,Mobile,Paid Ads,Debit Card,Beauty,247,0,54.88,30.11,1,0.17,547.8,4,0,0,0,0,4.2,0,0,Normal
ORD-2024-002407,2024-10-22,Germany,Mobile,Social Media,Debit Card,Electronics,325,4,76.3,59.16,3,0.22,267.5,5,0,0,0,0,5.0,0,0,Normal
ORD-2024-008845,2024-12-31,France,Mobile,Email,Debit Card,Beauty,48,1,23.62,33.39,1,0.49,337.9,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-008644,2023-07-10,Poland,Mobile,Social Media,PayPal,Toys,267,1,15.06,17.55,5,0.23,218.9,4,0,0,0,0,4.4,0,1,Fraud Risk
ORD-2024-005227,2024-04-08,Netherlands,Desktop,Direct,Debit Card,Fashion,735,3,143.29,86.06,2,0.07,523.8,3,0,0,0,0,4.6,0,0,Normal
ORD-2025-003285,2025-03-12,Germany,Mobile,Social Media,PayPal,Fashion,343,3,36.85,27.75,2,0.27,625.7,4,0,0,0,0,4.4,0,0,Normal
ORD-2024-005479,2024-11-01,Germany,Mobile,Email,PayPal,Electronics,308,2,34.46,45.39,1,0.05,148.1,3,0,0,0,0,4.2,0,0,Normal
ORD-2023-000347,2023-04-04,Spain,Mobile,Paid Ads,PayPal,Home & Kitchen,179,1,68.58,67.97,1,0.1,827.4,4,0,0,0,0,4.7,0,0,Normal
ORD-2025-007223,2025-09-18,Netherlands,Mobile,Social Media,Credit Card,Electronics,352,3,23.15,56.78,2,0.29,649.8,5,0,0,0,0,5.0,0,0,Normal
ORD-2024-007111,2024-01-11,Belgium,Mobile,Organic Search,Bank Transfer,Sports,135,1,24.09,40.57,1,0.1,34.5,4,0,0,0,0,4.4,0,0,Normal
ORD-2024-002629,2024-01-30,Spain,Mobile,Paid Ads,Credit Card,Electronics,296,3,57.46,70.38,1,0.2,1037.9,3,0,0,0,0,4.4,0,0,Normal
ORD-2025-009844,2025-05-31,Poland,Tablet,Marketplace,Credit Card,Garden,66,1,26.64,20.46,2,0.09,1151.0,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-003315,2025-05-02,Spain,Mobile,Social Media,Gift Card,Home & Kitchen,46,0,27.89,36.56,2,0.07,511.4,3,0,0,0,0,4.1,0,0,Normal
ORD-2024-007633,2024-07-03,Netherlands,Mobile,Paid Ads,Gift Card,Home & Kitchen,214,2,111.79,93.99,2,0.1,103.9,4,0,0,0,1,4.4,0,0,Normal
ORD-2024-003044,2024-12-07,Belgium,Mobile,Direct,Gift Card,Toys,27,0,27.99,18.92,1,0.14,471.4,5,0,1,1,0,3.5,1,0,Return Risk
ORD-2023-010671,2023-04-17,Netherlands,Desktop,Social Media,Credit Card,Toys,539,3,48.26,109.38,2,0.02,251.1,3,0,0,0,0,3.8,0,0,Normal
ORD-2025-004994,2025-12-15,Netherlands,Desktop,Social Media,Klarna,Fashion,538,3,29.33,23.07,1,0.02,828.0,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-007423,2025-03-05,France,Mobile,Marketplace,PayPal,Sports,590,2,116.16,144.07,3,0.08,275.7,4,0,0,0,0,4.6,0,0,Normal
ORD-2024-004048,2024-12-02,Belgium,Desktop,Paid Ads,Debit Card,Garden,491,7,19.67,46.65,8,0.08,30.4,3,0,0,0,0,4.3,0,0,Normal
ORD-2024-009058,2024-04-05,Netherlands,Desktop,Paid Ads,PayPal,Toys,595,4,47.55,73.21,1,0.01,996.5,5,0,0,0,0,4.0,0,0,Normal
ORD-2023-011996,2023-01-31,Germany,Desktop,Social Media,Credit Card,Toys,142,1,138.26,116.79,1,0.25,1017.0,5,0,0,0,0,2.9,1,0,Return Risk
ORD-2025-005035,2025-08-08,Italy,Mobile,Email,Credit Card,Beauty,283,1,92.02,72.53,1,0.05,10.3,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-004611,2023-07-16,Turkey,Desktop,Organic Search,Debit Card,Electronics,132,0,46.72,37.0,2,0.07,610.1,5,0,0,0,0,5.0,0,0,Normal
ORD-2023-011957,2023-08-30,Turkey,Mobile,Social Media,Debit Card,Toys,64,0,51.46,45.11,4,0.15,593.8,5,0,0,0,1,4.8,0,0,Normal
ORD-2025-005336,2025-01-09,Spain,Mobile,Organic Search,Klarna,Pet Supplies,241,1,116.8,70.24,2,0.14,51.5,4,0,1,0,0,4.9,0,0,Normal
ORD-2024-009592,2024-02-11,Belgium,Mobile,Direct,PayPal,Sports,215,1,29.18,31.88,3,0.06,203.0,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-011792,2023-01-10,Italy,Desktop,Direct,Credit Card,Sports,360,1,21.23,34.62,1,0.03,193.4,3,0,0,0,0,4.4,0,0,Normal
ORD-2025-005012,2025-04-05,Poland,Desktop,Social Media,PayPal,Electronics,323,3,55.28,137.55,2,0.06,1597.5,6,1,0,0,2,3.5,0,0,Normal
ORD-2025-009040,2025-08-27,Italy,Mobile,Social Media,Debit Card,Home & Kitchen,555,2,30.86,27.35,3,0.08,354.1,3,0,0,0,0,4.2,0,0,Normal
ORD-2023-000938,2023-11-24,Belgium,Desktop,Organic Search,Debit Card,Electronics,325,1,12.61,15.05,3,0.12,620.1,5,0,0,0,0,5.0,0,0,Normal
ORD-2025-004533,2025-08-06,Turkey,Mobile,Marketplace,Klarna,Electronics,116,2,27.88,69.01,1,0.27,49.2,3,0,0,0,0,4.1,0,0,Normal
ORD-2025-004845,2025-05-01,Germany,Mobile,Direct,Debit Card,Home & Kitchen,603,5,63.04,99.4,3,0.05,407.8,4,0,0,0,0,4.3,0,0,Normal
ORD-2025-003465,2025-08-04,Belgium,Mobile,Paid Ads,PayPal,Toys,270,3,76.4,81.67,2,0.01,208.3,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-008070,2025-02-22,Germany,Desktop,Organic Search,Debit Card,Fashion,750,4,23.12,20.12,1,0.01,724.9,5,0,0,0,0,3.9,1,0,Return Risk
ORD-2023-000178,2023-12-04,Germany,Desktop,Organic Search,Debit Card,Sports,132,0,59.58,100.55,3,0.08,73.7,4,0,0,1,0,4.7,0,0,Normal
ORD-2024-007334,2024-11-14,Netherlands,Desktop,Paid Ads,Credit Card,Home & Kitchen,138,1,25.49,21.81,5,0.02,574.2,4,0,0,0,0,4.4,0,0,Normal
ORD-2023-003603,2023-10-26,Netherlands,Mobile,Organic Search,PayPal,Garden,899,3,57.12,76.56,1,0.08,159.8,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-008303,2025-10-09,Poland,Desktop,Marketplace,Debit Card,Toys,96,0,72.25,49.58,3,0.47,653.5,4,0,0,0,0,4.2,0,0,Normal
ORD-2023-007502,2023-12-12,Belgium,Desktop,Organic Search,Gift Card,Home & Kitchen,178,1,35.4,83.16,2,0.57,1238.4,5,0,0,0,0,3.2,1,0,Return Risk
ORD-2025-010632,2025-03-28,France,Mobile,Direct,Debit Card,Toys,302,1,23.3,9.61,2,0.22,1132.6,5,0,0,0,0,4.4,0,0,Normal
ORD-2024-001220,2024-07-10,Belgium,Mobile,Paid Ads,PayPal,Pet Supplies,573,3,26.72,10.74,3,0.17,1040.6,5,0,1,0,0,4.8,0,0,Normal
ORD-2023-008311,2023-11-03,Belgium,Mobile,Organic Search,PayPal,Electronics,300,2,63.37,61.73,1,0.05,1051.5,6,1,0,0,0,4.4,0,0,Normal
ORD-2025-011354,2025-04-09,Belgium,Mobile,Paid Ads,Credit Card,Pet Supplies,464,2,106.52,97.67,1,0.03,289.6,4,0,0,0,0,4.6,0,0,Normal
ORD-2023-007020,2023-01-23,Netherlands,Mobile,Paid Ads,Gift Card,Electronics,43,0,37.32,65.58,2,0.14,1173.5,5,0,0,1,0,5.0,0,0,Normal
ORD-2023-009843,2023-10-04,Belgium,Mobile,Social Media,Credit Card,Garden,169,0,41.52,20.81,1,0.16,1231.8,4,0,0,0,0,4.3,0,0,Normal
ORD-2024-000458,2024-05-14,Spain,Desktop,Organic Search,Klarna,Electronics,49,0,73.18,117.28,1,0.04,886.1,5,0,0,0,0,5.0,0,0,Normal
ORD-2024-005065,2024-06-21,France,Mobile,Paid Ads,Debit Card,Toys,130,2,41.42,26.07,5,0.28,15.4,2,0,0,0,0,5.0,0,0,Normal
ORD-2024-001158,2024-07-17,Netherlands,Tablet,Marketplace,Credit Card,Pet Supplies,351,1,16.01,5.77,2,0.09,303.1,4,0,0,0,0,4.6,0,0,Normal
ORD-2025-009515,2025-11-11,France,Tablet,Paid Ads,Debit Card,Electronics,118,0,31.91,125.4,1,0.17,508.3,3,0,0,0,0,3.3,1,0,Return Risk
ORD-2025-003239,2025-08-04,Belgium,Desktop,Email,Credit Card,Garden,540,5,43.11,32.63,2,0.02,110.2,5,0,0,0,0,4.4,0,0,Normal
ORD-2023-009831,2023-12-28,France,Desktop,Organic Search,Credit Card,Toys,346,3,77.55,43.35,1,0.34,191.5,4,0,0,0,0,4.6,0,0,Normal
ORD-2023-001214,2023-04-02,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,419,1,58.51,55.7,5,0.12,442.1,4,0,0,0,0,3.7,1,0,Return Risk
ORD-2023-011132,2023-07-05,Netherlands,Desktop,Social Media,Debit Card,Home & Kitchen,204,1,28.99,47.03,1,0.02,673.6,4,0,0,0,0,4.7,0,0,Normal
ORD-2024-011481,2024-05-29,Turkey,Mobile,Social Media,Credit Card,Electronics,219,0,34.15,80.76,1,0.03,952.1,5,0,0,0,0,5.0,0,0,Normal
ORD-2024-011849,2024-09-11,Belgium,Desktop,Organic Search,Debit Card,Home & Kitchen,1074,6,65.17,108.95,5,0.3,489.3,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-007837,2023-02-16,France,Mobile,Paid Ads,PayPal,Beauty,241,1,34.12,26.21,1,0.15,189.4,2,0,0,0,0,4.9,0,0,Normal
ORD-2024-010624,2024-02-23,Poland,Desktop,Social Media,Credit Card,Pet Supplies,286,3,29.52,51.27,1,0.06,440.4,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-008944,2025-05-24,Netherlands,Mobile,Organic Search,PayPal,Sports,315,0,27.89,31.49,1,0.09,329.6,2,0,0,0,0,4.5,0,0,Normal
ORD-2025-000933,2025-10-28,Turkey,Desktop,Social Media,Klarna,Beauty,722,8,76.91,57.62,1,0.06,895.0,6,0,0,0,1,4.6,0,0,Normal
ORD-2024-004723,2024-09-18,Netherlands,Mobile,Organic Search,Credit Card,Fashion,479,3,49.29,36.1,6,0.1,317.7,5,0,0,0,0,4.1,0,0,Normal
ORD-2025-004194,2025-06-12,Belgium,Mobile,Paid Ads,PayPal,Fashion,386,1,62.34,62.17,5,0.22,767.5,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-002232,2024-11-09,France,Mobile,Direct,Credit Card,Fashion,112,1,13.53,15.8,1,0.08,577.6,3,0,0,0,0,4.8,0,0,Normal
ORD-2024-002652,2024-08-26,France,Mobile,Organic Search,Debit Card,Pet Supplies,513,2,55.2,27.53,1,0.31,146.9,4,0,0,0,0,4.2,0,0,Normal
ORD-2024-001985,2024-10-08,Netherlands,Mobile,Organic Search,Debit Card,Garden,18,0,27.98,22.63,1,0.27,317.5,4,0,0,0,1,5.0,0,1,Fraud Risk
ORD-2023-008807,2023-08-31,Netherlands,Mobile,Organic Search,PayPal,Home & Kitchen,317,1,48.65,29.58,2,0.3,508.1,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-002474,2023-07-02,Turkey,Desktop,Organic Search,Debit Card,Beauty,662,5,50.69,58.99,1,0.19,180.3,4,0,0,0,0,4.3,0,0,Normal
ORD-2024-001434,2024-06-15,Germany,Mobile,Direct,Bank Transfer,Fashion,213,1,51.33,29.85,2,0.1,1076.1,4,0,0,0,0,4.9,0,0,Normal
ORD-2023-010884,2023-06-04,Germany,Mobile,Social Media,Gift Card,Toys,225,0,217.13,206.88,1,0.19,206.2,4,0,0,0,0,4.5,0,1,Fraud Risk
ORD-2025-005368,2025-03-11,Netherlands,Desktop,Email,Klarna,Beauty,168,1,37.72,38.53,2,0.14,601.7,5,0,0,0,0,4.6,0,0,Normal
ORD-2024-004032,2024-11-28,Netherlands,Desktop,Paid Ads,Debit Card,Home & Kitchen,434,2,17.38,29.1,6,0.05,350.1,5,0,0,0,2,4.4,0,0,Normal
ORD-2025-002215,2025-01-13,Netherlands,Mobile,Organic Search,Debit Card,Beauty,1384,9,86.58,66.6,2,0.16,670.5,2,0,0,0,0,5.0,0,0,Normal
ORD-2023-011258,2023-02-01,Belgium,Mobile,Email,Credit Card,Beauty,119,1,28.24,38.26,1,0.02,412.3,5,0,0,0,1,4.1,0,0,Normal
ORD-2025-000304,2025-09-19,Germany,Mobile,Marketplace,Debit Card,Home & Kitchen,747,4,52.48,76.84,3,0.1,166.3,2,0,0,0,0,4.2,0,0,Normal
ORD-2025-008945,2025-07-25,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,158,1,26.82,31.07,2,0.26,339.5,4,0,0,0,1,4.8,0,0,Normal
ORD-2025-010762,2025-03-17,Italy,Mobile,Paid Ads,PayPal,Fashion,423,5,26.31,25.04,1,0.33,322.5,3,0,0,0,0,4.8,0,0,Normal
ORD-2023-000971,2023-09-18,Spain,Desktop,Paid Ads,Credit Card,Toys,380,0,29.65,11.86,5,0.46,254.5,3,0,0,0,0,4.8,0,0,Normal
ORD-2025-010422,2025-10-11,France,Tablet,Social Media,Debit Card,Pet Supplies,542,1,78.67,78.3,2,0.09,623.6,3,0,0,0,0,4.0,0,0,Normal
ORD-2025-005415,2025-01-10,Belgium,Desktop,Paid Ads,Bank Transfer,Toys,136,0,40.07,24.98,1,0.12,1049.1,6,1,0,1,2,2.9,0,0,Normal
ORD-2025-000211,2025-04-01,Belgium,Desktop,Direct,Credit Card,Pet Supplies,97,1,65.01,37.09,1,0.32,553.3,7,0,0,0,0,4.3,0,0,Normal
ORD-2025-001935,2025-09-18,Netherlands,Mobile,Organic Search,Bank Transfer,Toys,58,1,25.96,13.49,1,0.11,652.3,6,0,0,0,0,4.3,0,0,Normal
ORD-2023-011696,2023-11-17,Netherlands,Mobile,Paid Ads,Bank Transfer,Sports,263,4,61.25,98.67,1,0.18,688.6,5,0,0,0,1,3.1,1,0,Return Risk
ORD-2023-000652,2023-02-17,Netherlands,Mobile,Marketplace,Bank Transfer,Home & Kitchen,495,1,92.72,127.85,3,0.3,7.5,3,0,0,0,0,4.4,0,0,Normal
ORD-2025-011206,2025-03-11,Italy,Tablet,Social Media,Klarna,Garden,435,3,39.51,51.8,3,0.08,1103.8,6,1,0,0,0,3.1,0,0,Normal
ORD-2024-009310,2024-05-19,Belgium,Mobile,Email,Gift Card,Electronics,411,4,33.24,55.09,4,0.03,131.6,5,0,1,0,0,4.6,0,0,Normal
ORD-2024-010143,2024-05-07,Netherlands,Mobile,Social Media,Debit Card,Fashion,428,1,69.89,117.65,3,0.17,396.6,5,0,0,0,0,4.0,0,0,Normal
ORD-2024-008234,2024-06-12,Turkey,Mobile,Organic Search,Credit Card,Home & Kitchen,179,2,61.54,39.69,1,0.06,861.0,4,0,0,0,1,4.0,0,0,Normal
ORD-2025-003614,2025-03-13,Belgium,Mobile,Organic Search,Credit Card,Home & Kitchen,128,2,48.72,76.76,1,0.11,255.8,3,0,0,0,0,2.9,1,0,Return Risk
ORD-2023-006818,2023-08-14,Italy,Mobile,Direct,Debit Card,Pet Supplies,461,6,58.73,46.76,2,0.05,695.9,3,0,0,0,1,3.8,0,0,Normal
ORD-2024-006023,2024-09-19,Germany,Desktop,Email,Credit Card,Fashion,166,1,19.13,8.52,2,0.06,281.1,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-003015,2025-04-03,Poland,Desktop,Direct,Credit Card,Fashion,168,1,28.9,23.91,3,0.09,363.7,3,0,0,0,1,3.6,1,0,Return Risk
ORD-2025-011923,2025-10-21,Turkey,Mobile,Organic Search,Debit Card,Toys,1058,5,47.36,24.93,2,0.11,502.1,4,0,1,0,1,4.0,0,0,Normal
ORD-2023-002975,2023-06-19,Netherlands,Mobile,Paid Ads,PayPal,Sports,111,2,25.82,40.72,1,0.02,405.2,4,0,0,0,0,5.0,0,0,Normal
ORD-2023-008107,2023-11-13,Turkey,Mobile,Social Media,Debit Card,Fashion,132,1,23.98,16.9,2,0.08,693.1,4,0,0,0,0,5.0,0,0,Normal
ORD-2024-002319,2024-12-24,Belgium,Mobile,Social Media,PayPal,Home & Kitchen,767,3,67.58,155.24,8,0.34,203.1,3,0,0,0,0,4.6,0,0,Normal
ORD-2024-001422,2024-03-20,Netherlands,Mobile,Direct,Klarna,Home & Kitchen,129,0,59.2,105.38,2,0.32,604.1,5,0,0,0,0,3.8,0,0,Normal
ORD-2025-003548,2025-01-03,Netherlands,Desktop,Email,Credit Card,Home & Kitchen,272,3,23.99,19.99,1,0.29,444.8,4,0,0,0,0,4.5,0,0,Normal
ORD-2023-001140,2023-11-20,Belgium,Desktop,Organic Search,PayPal,Home & Kitchen,118,1,47.48,135.04,1,0.16,579.7,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-009756,2025-03-31,Italy,Mobile,Paid Ads,Credit Card,Beauty,68,0,46.08,21.81,4,0.03,137.2,5,0,0,0,0,4.7,0,0,Normal
ORD-2025-006855,2025-12-03,Italy,Mobile,Social Media,Credit Card,Sports,225,1,65.0,147.57,3,0.11,442.2,4,0,0,0,0,3.4,1,0,Return Risk
ORD-2025-007794,2025-03-24,Netherlands,Desktop,Organic Search,Gift Card,Sports,118,1,53.29,59.88,6,0.06,1147.3,6,1,0,0,0,3.9,0,0,Normal
ORD-2025-007247,2025-05-11,France,Mobile,Marketplace,Credit Card,Home & Kitchen,791,5,43.54,42.17,1,0.08,381.5,3,0,1,0,1,4.6,0,0,Normal
ORD-2023-002880,2023-06-06,Belgium,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,402,4,80.7,79.85,2,0.0,155.3,3,0,0,0,0,4.5,0,0,Normal
ORD-2025-000750,2025-06-20,Poland,Mobile,Direct,Credit Card,Electronics,412,5,24.65,94.54,1,0.21,601.6,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-011353,2025-11-06,France,Desktop,Marketplace,Credit Card,Electronics,526,0,55.08,151.44,2,0.16,809.1,5,0,0,0,0,4.5,0,0,Normal
ORD-2023-008373,2023-11-03,France,Desktop,Social Media,Credit Card,Garden,87,1,36.24,49.58,4,0.26,443.6,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-000399,2025-01-30,Netherlands,Mobile,Organic Search,Credit Card,Electronics,162,1,75.44,173.38,2,0.05,1121.2,6,1,0,0,0,3.4,0,1,Fraud Risk
ORD-2024-006984,2024-01-22,Spain,Mobile,Social Media,Credit Card,Garden,1401,7,32.73,21.45,3,0.14,172.1,4,0,0,0,0,4.1,0,0,Normal
ORD-2023-010450,2023-03-27,Netherlands,Mobile,Direct,Debit Card,Sports,401,1,32.37,46.7,6,0.01,1083.0,5,0,0,0,1,5.0,0,0,Normal
ORD-2023-000322,2023-04-30,Germany,Tablet,Organic Search,PayPal,Home & Kitchen,74,0,39.32,78.03,1,0.09,1153.7,6,1,0,0,2,3.4,0,0,Normal
ORD-2024-003618,2024-05-13,Turkey,Desktop,Marketplace,Klarna,Pet Supplies,321,1,33.7,43.86,1,0.05,509.7,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-007349,2025-03-26,Netherlands,Mobile,Organic Search,Gift Card,Electronics,496,3,28.04,61.0,7,0.16,739.8,4,0,0,0,0,5.0,0,0,Normal
ORD-2025-010443,2025-12-15,Netherlands,Mobile,Social Media,PayPal,Garden,142,1,32.79,61.94,1,0.35,113.2,4,0,0,0,0,4.6,0,0,Normal
ORD-2023-004603,2023-08-08,Netherlands,Desktop,Marketplace,Klarna,Fashion,827,5,90.79,82.16,2,0.09,2286.3,8,1,0,0,2,2.8,1,0,Return Risk
ORD-2023-006606,2023-03-04,Italy,Mobile,Marketplace,Credit Card,Beauty,287,3,30.99,36.03,3,0.04,588.4,5,0,0,0,0,4.6,0,0,Normal
ORD-2024-004095,2024-01-16,Belgium,Desktop,Organic Search,PayPal,Home & Kitchen,56,1,27.89,49.7,1,0.02,133.9,1,0,0,0,1,4.7,0,0,Normal
ORD-2025-007590,2025-02-21,Germany,Mobile,Paid Ads,Klarna,Toys,164,0,49.72,31.0,1,0.16,253.3,4,0,0,0,0,4.3,0,0,Normal
ORD-2023-010413,2023-03-04,Germany,Desktop,Social Media,PayPal,Electronics,123,1,39.48,75.05,4,0.4,252.4,4,0,0,0,0,4.4,0,0,Normal
ORD-2024-011479,2024-07-06,Germany,Mobile,Organic Search,PayPal,Fashion,961,4,131.09,131.27,1,0.26,749.7,5,0,0,0,0,4.6,0,0,Normal
ORD-2025-003887,2025-12-03,Belgium,Mobile,Social Media,Klarna,Electronics,246,2,20.19,32.22,1,0.29,456.8,4,0,0,0,0,3.9,0,0,Normal
ORD-2023-011178,2023-01-12,Italy,Mobile,Organic Search,Debit Card,Home & Kitchen,461,1,39.68,72.91,1,0.13,874.6,4,0,0,0,0,4.3,0,0,Normal
ORD-2025-009165,2025-11-18,Poland,Desktop,Paid Ads,Credit Card,Garden,573,4,106.01,155.33,2,0.49,441.7,4,0,0,0,0,4.8,0,0,Normal
ORD-2024-000765,2024-01-11,Spain,Mobile,Email,PayPal,Toys,299,5,19.49,21.9,1,0.13,332.7,4,0,0,0,0,4.8,0,0,Normal
ORD-2023-006677,2023-10-25,Netherlands,Mobile,Email,PayPal,Garden,200,1,130.04,307.32,1,0.06,450.9,3,0,0,0,1,4.2,0,0,Normal
ORD-2024-006163,2024-03-05,Italy,Mobile,Organic Search,Klarna,Home & Kitchen,182,1,66.14,89.74,3,0.0,769.9,3,0,0,0,0,4.1,0,0,Normal
ORD-2025-011834,2025-06-11,Germany,Mobile,Organic Search,Credit Card,Toys,776,6,36.63,12.23,2,0.11,163.8,4,0,0,0,0,4.4,0,0,Normal
ORD-2025-010924,2025-02-12,France,Mobile,Paid Ads,PayPal,Sports,891,5,17.94,21.87,3,0.17,227.9,3,0,0,0,0,5.0,0,0,Normal
ORD-2023-009742,2023-09-18,Turkey,Desktop,Email,PayPal,Home & Kitchen,28,0,47.34,78.86,2,0.06,704.1,4,0,0,0,0,3.7,0,0,Normal
ORD-2024-008329,2024-10-07,France,Mobile,Social Media,Klarna,Fashion,853,5,29.08,22.46,1,0.07,744.5,3,0,0,0,0,4.7,0,0,Normal
ORD-2024-003034,2024-09-19,Netherlands,Tablet,Organic Search,PayPal,Fashion,350,3,36.01,49.7,1,0.03,337.0,4,0,0,0,2,3.9,0,0,Normal
ORD-2025-005096,2025-06-20,Turkey,Desktop,Social Media,PayPal,Beauty,269,0,24.86,34.17,1,0.1,324.0,4,0,0,0,0,4.4,0,1,Fraud Risk
ORD-2024-006358,2024-06-22,Belgium,Mobile,Email,Debit Card,Fashion,957,1,26.3,29.92,1,0.36,1160.9,5,0,0,1,1,3.5,1,0,Return Risk
ORD-2024-010744,2024-05-09,France,Desktop,Marketplace,Credit Card,Fashion,549,3,96.84,101.51,1,0.07,107.1,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-001666,2024-11-03,Germany,Mobile,Organic Search,Debit Card,Garden,170,0,25.04,24.47,6,0.06,345.3,4,0,0,0,1,5.0,0,0,Normal
ORD-2023-003133,2023-03-19,France,Desktop,Paid Ads,Bank Transfer,Electronics,133,1,28.21,36.03,1,0.21,1117.2,4,0,0,0,0,2.7,1,0,Return Risk
ORD-2025-008127,2025-04-13,France,Desktop,Organic Search,Credit Card,Garden,225,2,56.6,40.43,3,0.42,481.2,5,0,0,0,0,4.4,0,0,Normal
ORD-2025-000474,2025-04-08,Turkey,Tablet,Social Media,Credit Card,Toys,466,2,15.99,14.87,2,0.11,107.5,4,0,0,0,0,4.1,1,0,Return Risk
ORD-2025-003995,2025-05-24,Germany,Mobile,Marketplace,PayPal,Sports,214,2,29.24,20.23,2,0.04,367.6,5,0,0,0,0,5.0,0,0,Normal
ORD-2024-011514,2024-05-13,Netherlands,Mobile,Direct,Credit Card,Toys,591,1,37.56,32.92,1,0.25,292.8,4,0,0,1,0,4.7,0,1,Fraud Risk
ORD-2024-003027,2024-02-09,Italy,Mobile,Direct,Credit Card,Toys,223,1,73.68,50.42,1,0.28,648.5,4,0,1,0,0,3.7,0,0,Normal
ORD-2023-011714,2023-05-29,Italy,Mobile,Organic Search,Credit Card,Toys,244,1,155.49,260.89,1,0.33,244.4,1,0,0,0,0,4.3,0,0,Normal
ORD-2024-004680,2024-05-09,Netherlands,Mobile,Marketplace,Credit Card,Garden,664,5,42.38,144.83,4,0.54,284.0,5,0,0,0,0,4.6,0,0,Normal
ORD-2023-004650,2023-06-20,Poland,Desktop,Direct,Credit Card,Fashion,182,0,42.22,34.01,2,0.3,156.1,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-010102,2024-05-25,Netherlands,Tablet,Marketplace,Klarna,Pet Supplies,160,0,27.22,17.15,3,0.1,93.2,2,0,1,0,1,4.0,0,0,Normal
ORD-2023-007066,2023-03-25,Poland,Desktop,Organic Search,Klarna,Home & Kitchen,369,2,89.01,38.74,1,0.36,147.9,2,0,0,0,0,5.0,0,0,Normal
ORD-2024-006787,2024-08-20,Netherlands,Desktop,Organic Search,Debit Card,Garden,270,2,30.96,40.28,1,0.12,386.6,5,0,0,0,0,4.5,0,0,Normal
ORD-2023-003835,2023-12-15,France,Mobile,Marketplace,Credit Card,Electronics,501,2,59.97,105.41,2,0.12,554.1,4,0,0,0,1,4.7,0,0,Normal
ORD-2025-002996,2025-11-06,Italy,Mobile,Social Media,Debit Card,Electronics,465,2,17.79,18.57,1,0.03,126.4,3,0,1,0,0,4.5,0,0,Normal
ORD-2025-001400,2025-08-28,Germany,Mobile,Marketplace,PayPal,Sports,444,3,21.11,57.83,2,0.09,750.5,5,0,0,0,0,4.8,0,0,Normal
ORD-2025-004732,2025-07-28,Netherlands,Mobile,Paid Ads,Debit Card,Fashion,626,1,22.7,27.73,1,0.11,787.2,4,0,0,0,0,4.5,0,0,Normal
ORD-2025-001352,2025-02-17,Netherlands,Tablet,Social Media,Credit Card,Electronics,179,1,62.2,111.28,1,0.05,237.1,3,0,0,0,0,3.7,0,0,Normal
ORD-2024-011257,2024-07-15,Spain,Mobile,Paid Ads,Klarna,Electronics,276,0,31.5,81.64,3,0.32,664.7,4,0,0,0,0,3.4,0,0,Normal
ORD-2025-005355,2025-06-23,Italy,Mobile,Paid Ads,Debit Card,Sports,341,5,55.1,58.94,2,0.26,388.1,3,0,0,0,0,5.0,0,0,Normal
ORD-2024-005121,2024-05-29,Netherlands,Mobile,Social Media,Credit Card,Pet Supplies,302,3,25.03,28.02,1,0.01,214.4,2,0,0,0,0,5.0,0,0,Normal
ORD-2024-001698,2024-12-08,Germany,Desktop,Organic Search,Gift Card,Beauty,111,1,86.44,65.56,1,0.07,781.9,3,0,0,0,0,5.0,0,0,Normal
